,id,is_humor,humor_rating,humor_mechanism,humor_target
1447,tweet25448,0,1,irony,shaming
1448,tweet25449,1,1,irony,shaming
1449,tweet25450,0,1,irony,shaming
1450,tweet25451,0,1,irony,shaming
1451,tweet25452,0,1,irony,shaming
1452,tweet25453,0,1,irony,shaming
1453,tweet25454,1,1,irony,shaming
1454,tweet25455,0,1,irony,shaming
1455,tweet25456,0,1,irony,shaming
1456,tweet25457,0,1,irony,shaming
1457,tweet25458,1,1,irony,shaming
1458,tweet25459,0,1,irony,shaming
1459,tweet25460,0,1,irony,shaming
1460,tweet25461,0,1,irony,shaming
1461,tweet25462,0,1,irony,shaming
1462,tweet25463,0,1,irony,shaming
1463,tweet25464,0,1,irony,shaming
1464,tweet25465,0,1,irony,shaming
1465,tweet25466,0,1,irony,shaming
1466,tweet25467,0,1,irony,shaming
1467,tweet25468,0,1,irony,shaming
1468,tweet25469,1,1,irony,shaming
1469,tweet25470,1,1,irony,shaming
1470,tweet25471,1,1,irony,shaming
1471,tweet25472,0,1,irony,shaming
1472,tweet25473,0,1,irony,shaming
1473,tweet25474,1,1,irony,shaming
1474,tweet25475,0,1,irony,shaming
1475,tweet25476,0,1,irony,shaming
1476,tweet25477,0,1,irony,shaming
1477,tweet25478,1,1,irony,shaming
1478,tweet25479,0,1,irony,shaming
1479,tweet25480,0,1,irony,shaming
1480,tweet25481,0,1,irony,shaming
1481,tweet25482,1,1,irony,shaming
1482,tweet25483,1,1,irony,shaming
1483,tweet25484,1,1,irony,shaming
1484,tweet25485,1,1,irony,shaming
1485,tweet25486,0,1,irony,shaming
1486,tweet25487,1,1,irony,shaming
1487,tweet25488,0,1,irony,shaming
1488,tweet25489,0,1,irony,shaming
1489,tweet25490,0,1,irony,shaming
1490,tweet25491,0,1,irony,shaming
1491,tweet25492,0,1,irony,shaming
1492,tweet25493,1,1,irony,shaming
1493,tweet25494,0,1,irony,shaming
1494,tweet25495,0,1,irony,shaming
1495,tweet25496,0,1,irony,shaming
1496,tweet25497,0,1,irony,shaming
1497,tweet25498,0,1,irony,shaming
1498,tweet25499,0,1,irony,shaming
1499,tweet25500,0,1,irony,shaming
1500,tweet25501,1,1,irony,shaming
1501,tweet25502,0,1,irony,shaming
1502,tweet25503,1,1,irony,shaming
1503,tweet25504,1,1,irony,shaming
1504,tweet25505,0,1,irony,shaming
1505,tweet25506,0,1,irony,shaming
1506,tweet25507,1,1,irony,shaming
1507,tweet25508,0,1,irony,shaming
1508,tweet25509,0,1,irony,shaming
1509,tweet25510,1,1,irony,shaming
1510,tweet25511,1,1,irony,shaming
1511,tweet25512,0,1,irony,shaming
1512,tweet25513,1,1,irony,shaming
1513,tweet25514,0,1,irony,shaming
1514,tweet25515,1,1,irony,shaming
1515,tweet25516,0,1,irony,shaming
1516,tweet25517,1,1,irony,shaming
1517,tweet25518,0,1,irony,shaming
1518,tweet25519,0,1,irony,shaming
1519,tweet25520,1,1,irony,shaming
1520,tweet25521,1,1,irony,shaming
1521,tweet25522,1,1,irony,shaming
1522,tweet25523,0,1,irony,shaming
1523,tweet25524,1,1,irony,shaming
1524,tweet25525,0,1,irony,shaming
1525,tweet25526,0,1,irony,shaming
1526,tweet25527,0,1,irony,shaming
1527,tweet25528,0,1,irony,shaming
1528,tweet25529,0,1,irony,shaming
1529,tweet25530,0,1,irony,shaming
1530,tweet25531,1,1,irony,shaming
1531,tweet25532,1,1,irony,shaming
1532,tweet25533,1,1,irony,shaming
1533,tweet25534,1,1,irony,shaming
1534,tweet25535,0,1,irony,shaming
1535,tweet25536,0,1,irony,shaming
1536,tweet25537,0,1,irony,shaming
1537,tweet25538,0,1,irony,shaming
1538,tweet25539,0,1,irony,shaming
1539,tweet25540,1,1,irony,shaming
1540,tweet25541,1,1,irony,shaming
1541,tweet25542,0,1,irony,shaming
1542,tweet25543,0,1,irony,shaming
1543,tweet25544,0,1,irony,shaming
1544,tweet25545,1,1,irony,shaming
1545,tweet25546,1,1,irony,shaming
1546,tweet25547,0,1,irony,shaming
1547,tweet25548,0,1,irony,shaming
1548,tweet25549,1,1,irony,shaming
1549,tweet25550,1,1,irony,shaming
1550,tweet25551,0,1,irony,shaming
1551,tweet25552,0,1,irony,shaming
1552,tweet25553,1,1,irony,shaming
1553,tweet25554,1,1,irony,shaming
1554,tweet25555,0,1,irony,shaming
1555,tweet25556,1,1,irony,shaming
1556,tweet25557,1,1,irony,shaming
1557,tweet25558,1,1,irony,shaming
1558,tweet25559,1,1,irony,shaming
1559,tweet25560,0,1,irony,shaming
1560,tweet25561,1,1,irony,shaming
1561,tweet25562,1,1,irony,shaming
1562,tweet25563,0,1,irony,shaming
1563,tweet25564,0,1,irony,shaming
1564,tweet25565,0,1,irony,shaming
1565,tweet25566,0,1,irony,shaming
1566,tweet25567,1,1,irony,shaming
1567,tweet25568,0,1,irony,shaming
1568,tweet25569,0,1,irony,shaming
1569,tweet25570,1,1,irony,shaming
1570,tweet25571,0,1,irony,shaming
1571,tweet25572,0,1,irony,shaming
1572,tweet25573,1,1,irony,shaming
1573,tweet25574,0,1,irony,shaming
1574,tweet25575,0,1,irony,shaming
1575,tweet25576,0,1,irony,shaming
1576,tweet25577,1,1,irony,shaming
1577,tweet25578,0,1,irony,shaming
1578,tweet25579,0,1,irony,shaming
1579,tweet25580,0,1,irony,shaming
1580,tweet25581,0,1,irony,shaming
1581,tweet25582,0,1,irony,shaming
1582,tweet25583,1,1,irony,shaming
1583,tweet25584,0,1,irony,shaming
1584,tweet25585,1,1,irony,shaming
1585,tweet25586,0,1,irony,shaming
1586,tweet25587,0,1,irony,shaming
1587,tweet25588,0,1,irony,shaming
1588,tweet25589,1,1,irony,shaming
1589,tweet25590,0,1,irony,shaming
1590,tweet25591,0,1,irony,shaming
1591,tweet25592,1,1,irony,shaming
1592,tweet25593,0,1,irony,shaming
1593,tweet25594,0,1,irony,shaming
1594,tweet25595,0,1,irony,shaming
1595,tweet25596,0,1,irony,shaming
1596,tweet25597,0,1,irony,shaming
1597,tweet25598,0,1,irony,shaming
1598,tweet25599,0,1,irony,shaming
1599,tweet25600,0,1,irony,shaming
1600,tweet25601,0,1,irony,shaming
1601,tweet25602,0,1,irony,shaming
1602,tweet25603,0,1,irony,shaming
1603,tweet25604,1,1,irony,shaming
1604,tweet25605,0,1,irony,shaming
1605,tweet25606,0,1,irony,shaming
1606,tweet25607,0,1,irony,shaming
1607,tweet25608,0,1,irony,shaming
1608,tweet25609,1,1,irony,shaming
1609,tweet25610,1,1,irony,shaming
1610,tweet25611,1,1,irony,shaming
1611,tweet25612,0,1,irony,shaming
1612,tweet25613,1,1,irony,shaming
1613,tweet25614,0,1,irony,shaming
1614,tweet25615,0,1,irony,shaming
1615,tweet25616,1,1,irony,shaming
1616,tweet25617,0,1,irony,shaming
1617,tweet25618,0,1,irony,shaming
1618,tweet25619,1,1,irony,shaming
1619,tweet25620,1,1,irony,shaming
1620,tweet25621,1,1,irony,shaming
1621,tweet25622,1,1,irony,shaming
1622,tweet25623,1,1,irony,shaming
1623,tweet25624,0,1,irony,shaming
1624,tweet25625,0,1,irony,shaming
1625,tweet25626,1,1,irony,shaming
1626,tweet25627,0,1,irony,shaming
1627,tweet25628,1,1,irony,shaming
1628,tweet25629,1,1,irony,shaming
1629,tweet25630,1,1,irony,shaming
1630,tweet25631,0,1,irony,shaming
1631,tweet25632,1,1,irony,shaming
1632,tweet25633,0,1,irony,shaming
1633,tweet25634,1,1,irony,shaming
1634,tweet25635,0,1,irony,shaming
1635,tweet25636,1,1,irony,shaming
1636,tweet25637,1,1,irony,shaming
1637,tweet25638,0,1,irony,shaming
1638,tweet25639,0,1,irony,shaming
1639,tweet25640,1,1,irony,shaming
1640,tweet25641,0,1,irony,shaming
1641,tweet25642,1,1,irony,shaming
1642,tweet25643,0,1,irony,shaming
1643,tweet25644,0,1,irony,shaming
1644,tweet25645,0,1,irony,shaming
1645,tweet25646,1,1,irony,shaming
1646,tweet25647,1,1,irony,shaming
1647,tweet25648,0,1,irony,shaming
1648,tweet25649,0,1,irony,shaming
1649,tweet25650,0,1,irony,shaming
1650,tweet25651,0,1,irony,shaming
1651,tweet25652,0,1,irony,shaming
1652,tweet25653,1,1,irony,shaming
1653,tweet25654,0,1,irony,shaming
1654,tweet25655,1,1,irony,shaming
1655,tweet25656,0,1,irony,shaming
1656,tweet25657,0,1,irony,shaming
1657,tweet25658,0,1,irony,shaming
1658,tweet25659,0,1,irony,shaming
1659,tweet25660,1,1,irony,shaming
1660,tweet25661,1,1,irony,shaming
1661,tweet25662,1,1,irony,shaming
1662,tweet25663,1,1,irony,shaming
1663,tweet25664,0,1,irony,shaming
1664,tweet25665,0,1,irony,shaming
1665,tweet25666,0,1,irony,shaming
1666,tweet25667,1,1,irony,shaming
1667,tweet25668,0,1,irony,shaming
1668,tweet25669,0,1,irony,shaming
1669,tweet25670,0,1,irony,shaming
1670,tweet25671,1,1,irony,shaming
1671,tweet25672,1,1,irony,shaming
1672,tweet25673,0,1,irony,shaming
1673,tweet25674,1,1,irony,shaming
1674,tweet25675,0,1,irony,shaming
1675,tweet25676,0,1,irony,shaming
1676,tweet25677,0,1,irony,shaming
1677,tweet25678,0,1,irony,shaming
1678,tweet25679,0,1,irony,shaming
1679,tweet25680,0,1,irony,shaming
1680,tweet25681,0,1,irony,shaming
1681,tweet25682,1,1,irony,shaming
1682,tweet25683,0,1,irony,shaming
1683,tweet25684,0,1,irony,shaming
1684,tweet25685,1,1,irony,shaming
1685,tweet25686,0,1,irony,shaming
1686,tweet25687,0,1,irony,shaming
1687,tweet25688,0,1,irony,shaming
1688,tweet25689,1,1,irony,shaming
1689,tweet25690,1,1,irony,shaming
1690,tweet25691,0,1,irony,shaming
1691,tweet25692,0,1,irony,shaming
1692,tweet25693,0,1,irony,shaming
1693,tweet25694,0,1,irony,shaming
1694,tweet25695,1,1,irony,shaming
1695,tweet25696,1,1,irony,shaming
1696,tweet25697,0,1,irony,shaming
1697,tweet25698,0,1,irony,shaming
1698,tweet25699,0,1,irony,shaming
1699,tweet25700,1,1,irony,shaming
1700,tweet25701,1,1,irony,shaming
1701,tweet25702,0,1,irony,shaming
1702,tweet25703,0,1,irony,shaming
1703,tweet25704,0,1,irony,shaming
1704,tweet25705,1,1,irony,shaming
1705,tweet25706,0,1,irony,shaming
1706,tweet25707,1,1,irony,shaming
1707,tweet25708,0,1,irony,shaming
1708,tweet25709,1,1,irony,shaming
1709,tweet25710,0,1,irony,shaming
1710,tweet25711,1,1,irony,shaming
1711,tweet25712,0,1,irony,shaming
1712,tweet25713,0,1,irony,shaming
1713,tweet25714,0,1,irony,shaming
1714,tweet25715,1,1,irony,shaming
1715,tweet25716,1,1,irony,shaming
1716,tweet25717,1,1,irony,shaming
1717,tweet25718,1,1,irony,shaming
1718,tweet25719,0,1,irony,shaming
1719,tweet25720,0,1,irony,shaming
1720,tweet25721,0,1,irony,shaming
1721,tweet25722,0,1,irony,shaming
1722,tweet25723,1,1,irony,shaming
1723,tweet25724,0,1,irony,shaming
1724,tweet25725,0,1,irony,shaming
1725,tweet25726,1,1,irony,shaming
1726,tweet25727,0,1,irony,shaming
1727,tweet25728,0,1,irony,shaming
1728,tweet25729,0,1,irony,shaming
1729,tweet25730,0,1,irony,shaming
1730,tweet25731,1,1,irony,shaming
1731,tweet25732,1,1,irony,shaming
1732,tweet25733,0,1,irony,shaming
1733,tweet25734,0,1,irony,shaming
1734,tweet25735,0,1,irony,shaming
1735,tweet25736,1,1,irony,shaming
1736,tweet25737,1,1,irony,shaming
1737,tweet25738,1,1,irony,shaming
1738,tweet25739,0,1,irony,shaming
1739,tweet25740,0,1,irony,shaming
1740,tweet25741,1,1,irony,shaming
1741,tweet25742,1,1,irony,shaming
1742,tweet25743,1,1,irony,shaming
1743,tweet25744,1,1,irony,shaming
1744,tweet25745,0,1,irony,shaming
1745,tweet25746,0,1,irony,shaming
1746,tweet25747,1,1,irony,shaming
1747,tweet25748,0,1,irony,shaming
1748,tweet25749,0,1,irony,shaming
1749,tweet25750,0,1,irony,shaming
1750,tweet25751,0,1,irony,shaming
1751,tweet25752,0,1,irony,shaming
1752,tweet25753,0,1,irony,shaming
1753,tweet25754,0,1,irony,shaming
1754,tweet25755,0,1,irony,shaming
1755,tweet25756,0,1,irony,shaming
1756,tweet25757,1,1,irony,shaming
1757,tweet25758,0,1,irony,shaming
1758,tweet25759,1,1,irony,shaming
1759,tweet25760,1,1,irony,shaming
1760,tweet25761,0,1,irony,shaming
1761,tweet25762,0,1,irony,shaming
1762,tweet25763,0,1,irony,shaming
1763,tweet25764,0,1,irony,shaming
1764,tweet25765,1,1,irony,shaming
1765,tweet25766,1,1,irony,shaming
1766,tweet25767,0,1,irony,shaming
1767,tweet25768,1,1,irony,shaming
1768,tweet25769,0,1,irony,shaming
1769,tweet25770,1,1,irony,shaming
1770,tweet25771,1,1,irony,shaming
1771,tweet25772,0,1,irony,shaming
1772,tweet25773,1,1,irony,shaming
1773,tweet25774,1,1,irony,shaming
1774,tweet25775,0,1,irony,shaming
1775,tweet25776,1,1,irony,shaming
1776,tweet25777,1,1,irony,shaming
1777,tweet25778,1,1,irony,shaming
1778,tweet25779,0,1,irony,shaming
1779,tweet25780,0,1,irony,shaming
1780,tweet25781,1,1,irony,shaming
1781,tweet25782,1,1,irony,shaming
1782,tweet25783,0,1,irony,shaming
1783,tweet25784,0,1,irony,shaming
1784,tweet25785,0,1,irony,shaming
1785,tweet25786,1,1,irony,shaming
1786,tweet25787,0,1,irony,shaming
1787,tweet25788,0,1,irony,shaming
1788,tweet25789,1,1,irony,shaming
1789,tweet25790,0,1,irony,shaming
1790,tweet25791,0,1,irony,shaming
1791,tweet25792,0,1,irony,shaming
1792,tweet25793,0,1,irony,shaming
1793,tweet25794,1,1,irony,shaming
1794,tweet25795,0,1,irony,shaming
1795,tweet25796,0,1,irony,shaming
1796,tweet25797,1,1,irony,shaming
1797,tweet25798,1,1,irony,shaming
1798,tweet25799,0,1,irony,shaming
1799,tweet25800,0,1,irony,shaming
1800,tweet25801,1,1,irony,shaming
1801,tweet25802,0,1,irony,shaming
1802,tweet25803,1,1,irony,shaming
1803,tweet25804,0,1,irony,shaming
1804,tweet25805,0,1,irony,shaming
1805,tweet25806,1,1,irony,shaming
1806,tweet25807,1,1,irony,shaming
1807,tweet25808,0,1,irony,shaming
1808,tweet25809,1,1,irony,shaming
1809,tweet25810,1,1,irony,shaming
1810,tweet25811,0,1,irony,shaming
1811,tweet25812,1,1,irony,shaming
1812,tweet25813,0,1,irony,shaming
1813,tweet25814,0,1,irony,shaming
1814,tweet25815,1,1,irony,shaming
1815,tweet25816,0,1,irony,shaming
1816,tweet25817,0,1,irony,shaming
1817,tweet25818,1,1,irony,shaming
1818,tweet25819,1,1,irony,shaming
1819,tweet25820,0,1,irony,shaming
1820,tweet25821,1,1,irony,shaming
1821,tweet25822,0,1,irony,shaming
1822,tweet25823,0,1,irony,shaming
1823,tweet25824,1,1,irony,shaming
1824,tweet25825,0,1,irony,shaming
1825,tweet25826,1,1,irony,shaming
1826,tweet25827,1,1,irony,shaming
1827,tweet25828,0,1,irony,shaming
1828,tweet25829,0,1,irony,shaming
1829,tweet25830,1,1,irony,shaming
1830,tweet25831,0,1,irony,shaming
1831,tweet25832,0,1,irony,shaming
1832,tweet25833,0,1,irony,shaming
1833,tweet25834,0,1,irony,shaming
1834,tweet25835,0,1,irony,shaming
1835,tweet25836,1,1,irony,shaming
1836,tweet25837,0,1,irony,shaming
1837,tweet25838,0,1,irony,shaming
1838,tweet25839,0,1,irony,shaming
1839,tweet25840,1,1,irony,shaming
1840,tweet25841,0,1,irony,shaming
1841,tweet25842,0,1,irony,shaming
1842,tweet25843,0,1,irony,shaming
1843,tweet25844,0,1,irony,shaming
1844,tweet25845,0,1,irony,shaming
1845,tweet25846,1,1,irony,shaming
1846,tweet25847,1,1,irony,shaming
1847,tweet25848,1,1,irony,shaming
1848,tweet25849,0,1,irony,shaming
1849,tweet25850,1,1,irony,shaming
1850,tweet25851,1,1,irony,shaming
1851,tweet25852,1,1,irony,shaming
1852,tweet25853,0,1,irony,shaming
1853,tweet25854,1,1,irony,shaming
1854,tweet25855,0,1,irony,shaming
1855,tweet25856,0,1,irony,shaming
1856,tweet25857,0,1,irony,shaming
1857,tweet25858,1,1,irony,shaming
1858,tweet25859,0,1,irony,shaming
1859,tweet25860,0,1,irony,shaming
1860,tweet25861,1,1,irony,shaming
1861,tweet25862,0,1,irony,shaming
1862,tweet25863,1,1,irony,shaming
1863,tweet25864,0,1,irony,shaming
1864,tweet25865,1,1,irony,shaming
1865,tweet25866,0,1,irony,shaming
1866,tweet25867,0,1,irony,shaming
1867,tweet25868,0,1,irony,shaming
1868,tweet25869,1,1,irony,shaming
1869,tweet25870,1,1,irony,shaming
1870,tweet25871,1,1,irony,shaming
1871,tweet25872,0,1,irony,shaming
1872,tweet25873,1,1,irony,shaming
1873,tweet25874,1,1,irony,shaming
1874,tweet25875,1,1,irony,shaming
1875,tweet25876,1,1,irony,shaming
1876,tweet25877,0,1,irony,shaming
1877,tweet25878,1,1,irony,shaming
1878,tweet25879,1,1,irony,shaming
1879,tweet25880,0,1,irony,shaming
1880,tweet25881,1,1,irony,shaming
1881,tweet25882,1,1,irony,shaming
1882,tweet25883,1,1,irony,shaming
1883,tweet25884,0,1,irony,shaming
1884,tweet25885,0,1,irony,shaming
1885,tweet25886,1,1,irony,shaming
1886,tweet25887,1,1,irony,shaming
1887,tweet25888,1,1,irony,shaming
1888,tweet25889,1,1,irony,shaming
1889,tweet25890,1,1,irony,shaming
1890,tweet25891,0,1,irony,shaming
1891,tweet25892,1,1,irony,shaming
1892,tweet25893,1,1,irony,shaming
1893,tweet25894,0,1,irony,shaming
1894,tweet25895,0,1,irony,shaming
1895,tweet25896,0,1,irony,shaming
1896,tweet25897,1,1,irony,shaming
1897,tweet25898,1,1,irony,shaming
1898,tweet25899,0,1,irony,shaming
1899,tweet25900,1,1,irony,shaming
1900,tweet25901,1,1,irony,shaming
1901,tweet25902,1,1,irony,shaming
1902,tweet25903,1,1,irony,shaming
1903,tweet25904,1,1,irony,shaming
1904,tweet25905,1,1,irony,shaming
1905,tweet25906,1,1,irony,shaming
1906,tweet25907,1,1,irony,shaming
1907,tweet25908,0,1,irony,shaming
1908,tweet25909,1,1,irony,shaming
1909,tweet25910,1,1,irony,shaming
1910,tweet25911,1,1,irony,shaming
1911,tweet25912,1,1,irony,shaming
1912,tweet25913,0,1,irony,shaming
1913,tweet25914,0,1,irony,shaming
1914,tweet25915,0,1,irony,shaming
1915,tweet25916,1,1,irony,shaming
1916,tweet25917,1,1,irony,shaming
1917,tweet25918,1,1,irony,shaming
1918,tweet25919,1,1,irony,shaming
1919,tweet25920,0,1,irony,shaming
1920,tweet25921,0,1,irony,shaming
1921,tweet25922,1,1,irony,shaming
1922,tweet25923,0,1,irony,shaming
1923,tweet25924,0,1,irony,shaming
1924,tweet25925,0,1,irony,shaming
1925,tweet25926,1,1,irony,shaming
1926,tweet25927,1,1,irony,shaming
1927,tweet25928,0,1,irony,shaming
1928,tweet25929,0,1,irony,shaming
1929,tweet25930,0,1,irony,shaming
1930,tweet25931,1,1,irony,shaming
1931,tweet25932,1,1,irony,shaming
1932,tweet25933,0,1,irony,shaming
1933,tweet25934,0,1,irony,shaming
1934,tweet25935,0,1,irony,shaming
1935,tweet25936,1,1,irony,shaming
1936,tweet25937,1,1,irony,shaming
1937,tweet25938,0,1,irony,shaming
1938,tweet25939,0,1,irony,shaming
1939,tweet25940,0,1,irony,shaming
1940,tweet25941,1,1,irony,shaming
1941,tweet25942,0,1,irony,shaming
1942,tweet25943,0,1,irony,shaming
1943,tweet25944,0,1,irony,shaming
1944,tweet25945,0,1,irony,shaming
1945,tweet25946,0,1,irony,shaming
1946,tweet25947,1,1,irony,shaming
1947,tweet25948,0,1,irony,shaming
1948,tweet25949,0,1,irony,shaming
1949,tweet25950,1,1,irony,shaming
1950,tweet25951,0,1,irony,shaming
1951,tweet25952,0,1,irony,shaming
1952,tweet25953,0,1,irony,shaming
1953,tweet25954,1,1,irony,shaming
1954,tweet25955,1,1,irony,shaming
1955,tweet25956,0,1,irony,shaming
1956,tweet25957,0,1,irony,shaming
1957,tweet25958,0,1,irony,shaming
1958,tweet25959,1,1,irony,shaming
1959,tweet25960,1,1,irony,shaming
1960,tweet25961,0,1,irony,shaming
1961,tweet25962,1,1,irony,shaming
1962,tweet25963,0,1,irony,shaming
1963,tweet25964,1,1,irony,shaming
1964,tweet25965,1,1,irony,shaming
1965,tweet25966,1,1,irony,shaming
1966,tweet25967,1,1,irony,shaming
1967,tweet25968,0,1,irony,shaming
1968,tweet25969,0,1,irony,shaming
1969,tweet25970,0,1,irony,shaming
1970,tweet25971,1,1,irony,shaming
1971,tweet25972,0,1,irony,shaming
1972,tweet25973,0,1,irony,shaming
1973,tweet25974,1,1,irony,shaming
1974,tweet25975,1,1,irony,shaming
1975,tweet25976,0,1,irony,shaming
1976,tweet25977,0,1,irony,shaming
1977,tweet25978,1,1,irony,shaming
1978,tweet25979,1,1,irony,shaming
1979,tweet25980,1,1,irony,shaming
1980,tweet25981,0,1,irony,shaming
1981,tweet25982,0,1,irony,shaming
1982,tweet25983,1,1,irony,shaming
1983,tweet25984,1,1,irony,shaming
1984,tweet25985,0,1,irony,shaming
1985,tweet25986,0,1,irony,shaming
1986,tweet25987,1,1,irony,shaming
1987,tweet25988,0,1,irony,shaming
1988,tweet25989,0,1,irony,shaming
1989,tweet25990,1,1,irony,shaming
1990,tweet25991,0,1,irony,shaming
1991,tweet25992,0,1,irony,shaming
1992,tweet25993,0,1,irony,shaming
1993,tweet25994,0,1,irony,shaming
1994,tweet25995,1,1,irony,shaming
1995,tweet25996,0,1,irony,shaming
1996,tweet25997,0,1,irony,shaming
1997,tweet25998,1,1,irony,shaming
1998,tweet25999,1,1,irony,shaming
1999,tweet26000,0,1,irony,shaming
2000,tweet26001,1,1,irony,shaming
2001,tweet26002,0,1,irony,shaming
2002,tweet26003,0,1,irony,shaming
2003,tweet26004,1,1,irony,shaming
2004,tweet26005,0,1,irony,shaming
2005,tweet26006,1,1,irony,shaming
2006,tweet26007,1,1,irony,shaming
2007,tweet26008,1,1,irony,shaming
2008,tweet26009,0,1,irony,shaming
2009,tweet26010,0,1,irony,shaming
2010,tweet26011,1,1,irony,shaming
2011,tweet26012,0,1,irony,shaming
2012,tweet26013,0,1,irony,shaming
2013,tweet26014,0,1,irony,shaming
2014,tweet26015,1,1,irony,shaming
2015,tweet26016,1,1,irony,shaming
2016,tweet26017,0,1,irony,shaming
2017,tweet26018,1,1,irony,shaming
2018,tweet26019,0,1,irony,shaming
2019,tweet26020,0,1,irony,shaming
2020,tweet26021,1,1,irony,shaming
2021,tweet26022,1,1,irony,shaming
2022,tweet26023,0,1,irony,shaming
2023,tweet26024,0,1,irony,shaming
2024,tweet26025,1,1,irony,shaming
2025,tweet26026,0,1,irony,shaming
2026,tweet26027,0,1,irony,shaming
2027,tweet26028,1,1,irony,shaming
2028,tweet26029,1,1,irony,shaming
2029,tweet26030,1,1,irony,shaming
2030,tweet26031,0,1,irony,shaming
2031,tweet26032,1,1,irony,shaming
2032,tweet26033,1,1,irony,shaming
2033,tweet26034,0,1,irony,shaming
2034,tweet26035,0,1,irony,shaming
2035,tweet26036,0,1,irony,shaming
2036,tweet26037,0,1,irony,shaming
2037,tweet26038,1,1,irony,shaming
2038,tweet26039,1,1,irony,shaming
2039,tweet26040,0,1,irony,shaming
2040,tweet26041,0,1,irony,shaming
2041,tweet26042,1,1,irony,shaming
2042,tweet26043,0,1,irony,shaming
2043,tweet26044,0,1,irony,shaming
2044,tweet26045,0,1,irony,shaming
2045,tweet26046,0,1,irony,shaming
2046,tweet26047,1,1,irony,shaming
2047,tweet26048,0,1,irony,shaming
2048,tweet26049,1,1,irony,shaming
2049,tweet26050,0,1,irony,shaming
2050,tweet26051,1,1,irony,shaming
2051,tweet26052,1,1,irony,shaming
2052,tweet26053,0,1,irony,shaming
2053,tweet26054,0,1,irony,shaming
2054,tweet26055,0,1,irony,shaming
2055,tweet26056,0,1,irony,shaming
2056,tweet26057,0,1,irony,shaming
2057,tweet26058,0,1,irony,shaming
2058,tweet26059,0,1,irony,shaming
2059,tweet26060,1,1,irony,shaming
2060,tweet26061,0,1,irony,shaming
2061,tweet26062,0,1,irony,shaming
2062,tweet26063,1,1,irony,shaming
2063,tweet26064,0,1,irony,shaming
2064,tweet26065,0,1,irony,shaming
2065,tweet26066,1,1,irony,shaming
2066,tweet26067,0,1,irony,shaming
2067,tweet26068,0,1,irony,shaming
2068,tweet26069,1,1,irony,shaming
2069,tweet26070,0,1,irony,shaming
2070,tweet26071,1,1,irony,shaming
2071,tweet26072,0,1,irony,shaming
2072,tweet26073,0,1,irony,shaming
2073,tweet26074,0,1,irony,shaming
2074,tweet26075,0,1,irony,shaming
2075,tweet26076,1,1,irony,shaming
2076,tweet26077,1,1,irony,shaming
2077,tweet26078,1,1,irony,shaming
2078,tweet26079,0,1,irony,shaming
2079,tweet26080,1,1,irony,shaming
2080,tweet26081,0,1,irony,shaming
2081,tweet26082,0,1,irony,shaming
2082,tweet26083,1,1,irony,shaming
2083,tweet26084,0,1,irony,shaming
2084,tweet26085,0,1,irony,shaming
2085,tweet26086,1,1,irony,shaming
2086,tweet26087,1,1,irony,shaming
2087,tweet26088,0,1,irony,shaming
2088,tweet26089,1,1,irony,shaming
2089,tweet26090,0,1,irony,shaming
2090,tweet26091,0,1,irony,shaming
2091,tweet26092,0,1,irony,shaming
2092,tweet26093,1,1,irony,shaming
2093,tweet26094,0,1,irony,shaming
2094,tweet26095,0,1,irony,shaming
2095,tweet26096,1,1,irony,shaming
2096,tweet26097,0,1,irony,shaming
2097,tweet26098,1,1,irony,shaming
2098,tweet26099,0,1,irony,shaming
2099,tweet26100,0,1,irony,shaming
2100,tweet26101,1,1,irony,shaming
2101,tweet26102,1,1,irony,shaming
2102,tweet26103,0,1,irony,shaming
2103,tweet26104,1,1,irony,shaming
2104,tweet26105,0,1,irony,shaming
2105,tweet26106,1,1,irony,shaming
2106,tweet26107,1,1,irony,shaming
2107,tweet26108,0,1,irony,shaming
2108,tweet26109,1,1,irony,shaming
2109,tweet26110,1,1,irony,shaming
2110,tweet26111,0,1,irony,shaming
2111,tweet26112,1,1,irony,shaming
2112,tweet26113,1,1,irony,shaming
2113,tweet26114,0,1,irony,shaming
2114,tweet26115,0,1,irony,shaming
2115,tweet26116,1,1,irony,shaming
2116,tweet26117,1,1,irony,shaming
2117,tweet26118,0,1,irony,shaming
2118,tweet26119,1,1,irony,shaming
2119,tweet26120,0,1,irony,shaming
2120,tweet26121,1,1,irony,shaming
2121,tweet26122,1,1,irony,shaming
2122,tweet26123,0,1,irony,shaming
2123,tweet26124,0,1,irony,shaming
2124,tweet26125,0,1,irony,shaming
2125,tweet26126,0,1,irony,shaming
2126,tweet26127,1,1,irony,shaming
2127,tweet26128,0,1,irony,shaming
2128,tweet26129,1,1,irony,shaming
2129,tweet26130,0,1,irony,shaming
2130,tweet26131,1,1,irony,shaming
2131,tweet26132,0,1,irony,shaming
2132,tweet26133,0,1,irony,shaming
2133,tweet26134,0,1,irony,shaming
2134,tweet26135,1,1,irony,shaming
2135,tweet26136,1,1,irony,shaming
2136,tweet26137,0,1,irony,shaming
2137,tweet26138,0,1,irony,shaming
2138,tweet26139,1,1,irony,shaming
2139,tweet26140,0,1,irony,shaming
2140,tweet26141,0,1,irony,shaming
2141,tweet26142,0,1,irony,shaming
2142,tweet26143,0,1,irony,shaming
2143,tweet26144,1,1,irony,shaming
2144,tweet26145,0,1,irony,shaming
